SRR15323735	SRR15323736	SRR15323737	SRR15323738	SRR15323739	SRR15323740	SRR15323741	SRR15323742	SRR15323743	SRR15323744	SRR15323745	SRR15323746	SRR15323747	SRR15323748	SRR15323749	SRR15323750	SRR15323751
ENSG00000280809	6	24	7	49	3	4	15	35	3	4	3	0	16	6	9	4	0
ENSG00000280828	364	317	78	557	98	297	180	242	115	77	101	43	302	137	81	96	90
ENSG00000280832	37	27	9	121	13	5	20	29	17	21	8	5	41	5	13	14	13
ENSG00000280836	0	1	0	2	1	3	2	0	0	0	0	0	3	0	0	0	0
ENSG00000280837	1	0	0	0	1	1	0	1	2	0	0	0	0	3	6	0	11
ENSG00000280850	3	3	1	8	0	2	5	4	1	0	0	1	9	1	2	1	0
ENSG00000280852	60	36	14	0	71	0	7	0	24	0	0	6	6	1	0	0	12
ENSG00000280870	24	89	30	135	20	25	53	44	12	25	130	14	352	79	24	36	32
ENSG00000280878	7	16	2	15	4	2	8	15	6	2	3	1	7	0	2	0	5
ENSG00000280881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280890	2	2	0	0	0	4	0	1	0	4	0	0	0	0	1	0	0
ENSG00000280893	853	193	144	1529	111	74	234	510	161	70	371	157	350	439	337	244	134
ENSG00000280894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280904	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000280913	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280916	3	6	0	2	1	0	1	0	2	0	2	0	0	0	0	1	0
ENSG00000280920	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000280924	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000280927	1	1	0	6	1	1	5	2	0	1	0	1	3	0	1	0	1
ENSG00000280936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000280953	5	1	0	5	0	0	2	36	11	0	0	0	0	0	1	0	1
ENSG00000280958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280968	2	4	0	5	1	1	3	2	0	1	0	0	0	0	3	2	1
ENSG00000280969	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000280987	595	772	348	1004	329	3	366	95	119	288	165	149	45	224	151	345	71
ENSG00000280989	9	3	4	6	3	11	2	3	1	2	6	0	21	1	2	2	3
ENSG00000280991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280997	0	2	6	13	0	1	1	0	0	0	3	0	1	4	11	2	0
ENSG00000281000	162	24	710	0	0	46	1312	260	5404	531	15	4	109	724	356	339	1872
ENSG00000281005	31	44	23	58	11	12	15	24	7	2	6	6	29	11	9	6	12
ENSG00000281008	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281016	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000281021	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000281026	367	695	368	1126	153	485	618	363	221	215	225	65	795	331	148	128	163
ENSG00000281039	8	11	13	18	0	11	0	14	5	0	6	0	6	0	0	0	0
ENSG00000281058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281091	27	64	20	42	12	6	28	36	12	18	21	8	29	21	7	1	6
ENSG00000281097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281100	11	20	4	24	3	11	9	15	7	9	2	1	20	3	2	6	1
ENSG00000281103	31	70	59	73	36	25	41	47	15	34	28	5	50	27	21	14	19
ENSG00000281106	32	26	10	45	8	24	15	32	19	6	3	3	18	2	0	2	10
ENSG00000281112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281128	8	52	4	68	15	29	26	26	20	78	40	27	189	61	30	46	36
ENSG00000281131	8	37	15	68	5	10	16	44	8	12	5	2	16	10	16	11	3
ENSG00000281133	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281156	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000281159	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281162	10	21	1	19	2	1	2	10	1	8	7	0	12	3	8	7	2
ENSG00000281167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281179	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000281181	50639	38918	681125	503408	61456	17592	394539	274676	8945	741590	3004	722815	2159	34888	84392	2371	40476
ENSG00000281183	147	186	28	235	60	98	147	83	66	65	64	23	148	173	68	76	47
ENSG00000281186	27	53	17	72	14	26	20	15	22	18	20	6	11	13	5	7	14
ENSG00000281189	84	159	35	259	63	68	114	267	85	78	42	18	155	53	42	37	41
ENSG00000281195	281	636	141	846	165	383	443	312	226	223	145	48	582	269	178	105	112
ENSG00000281196	1	16	31	36	9	2	8	14	7	1	0	0	3	8	3	14	3
ENSG00000281202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281207	44	80	15	306	9	20	47	56	11	30	13	8	39	36	35	30	18
ENSG00000281219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281248	2	1	3	2	0	0	0	0	0	0	0	0	3	1	0	0	0
ENSG00000281264	9	19	8	42	5	8	29	22	9	19	7	6	27	29	11	9	10
ENSG00000281269	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000281295	0	0	10	391	0	0	0	24	19	0	0	0	0	0	0	0	0
ENSG00000281311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281327	2	3	0	19	0	0	4	4	0	0	0	0	6	1	0	0	2
ENSG00000281332	70	63	30	194	20	63	35	64	58	40	42	27	51	55	26	34	23
ENSG00000281333	11	19	6	26	0	9	7	1	6	13	14	10	27	2	2	0	2
ENSG00000281344	4938	10099	3920	21046	2485	5274	6504	7192	3599	3025	3489	811	7064	4205	3385	1756	2310
ENSG00000281347	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000281348	2	0	5	4	0	0	3	3	0	0	3	0	0	3	0	0	0
ENSG00000281357	60	116	51	210	47	119	100	105	48	83	67	21	125	69	50	39	64
ENSG00000281358	2	6	0	6	1	1	4	1	1	0	0	1	1	2	1	5	2
ENSG00000281365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281369	0	3	0	6	0	0	0	4	2	1	1	0	6	0	1	0	3
ENSG00000281371	5	4	3	10	0	0	1	1	3	1	0	0	0	0	1	1	1
ENSG00000281376	3	0	3	5	2	2	1	0	0	0	0	0	3	1	0	2	1
ENSG00000281379	4	6	4	15	0	2	0	0	0	0	1	1	10	2	0	0	0
ENSG00000281383	335	282	3872	2745	362	103	2225	1587	85	4225	8	3505	19	188	479	25	222
ENSG00000281386	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000281392	770	1366	443	2312	323	545	770	1088	547	564	529	106	688	536	446	225	282
ENSG00000281394	12	26	10	164	23	19	26	10	16	14	19	1	12	12	16	13	8
ENSG00000281398	19	45	49	159	29	9	25	15	13	64	15	11	40	159	50	113	74
ENSG00000281404	47	75	26	449	40	173	41	61	39	223	33	20	66	125	74	81	57
ENSG00000281406	1993	3034	331	1730	1007	220	1381	2527	776	17	47	5	118	50	25	29	61
ENSG00000281420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281453	6	0	0	0	1	0	4	10	2	37	38	60	37	0	0	7	0
ENSG00000281460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281468	14	38	9	28	10	13	23	8	11	11	8	7	17	10	8	12	4
ENSG00000281469	34	67	4	53	17	31	26	34	19	20	32	2	69	34	17	7	13
ENSG00000281473	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000281477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281490	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000281491	5	5	0	17	0	1	0	1	1	2	0	0	2	4	4	2	1
ENSG00000281501	370	819	623	1494	255	552	619	653	326	256	273	85	846	440	226	137	178
ENSG00000281516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281530	20	30	3	39	9	6	16	16	6	3	8	5	10	12	6	4	2
ENSG00000281538	26	12	5	64	8	8	22	32	11	3	7	1	5	9	10	8	5
ENSG00000281548	4	4	5	5	3	1	1	2	0	0	0	1	2	1	1	1	1
ENSG00000281550	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281560	1	12	3	15	1	6	6	5	2	0	2	0	8	6	3	3	2
ENSG00000281566	0	1	0	0	1	0	0	3	0	0	1	0	1	0	2	2	0
ENSG00000281571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281591	51	15	14	346	5	13	286	190	6	12	7	0	24	40	3	27	12
ENSG00000281593	7	29	14	186	48	96	17	42	36	73	10	13	21	61	30	48	37
ENSG00000281613	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000281627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281641	2	0	0	1	10	0	1	3	3	0	0	0	1	0	0	0	0
ENSG00000281649	440	507	130	1083	174	248	301	307	223	238	267	168	496	394	230	346	193
ENSG00000281652	0	0	0	0	0	0	22	5	0	0	0	0	0	0	0	0	0
ENSG00000281655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281664	0	2	4	8	0	0	0	1	0	2	3	1	1	1	1	0	0
ENSG00000281691	1	10	1	7	0	3	1	0	3	0	1	1	2	4	1	0	2
ENSG00000281692	4	10	1	12	2	4	5	9	3	0	2	2	7	5	3	5	5
ENSG00000281696	0	1	0	3	0	1	2	2	0	0	2	0	4	2	0	0	0
ENSG00000281706	69	105	11	109	13	19	51	51	13	2	5	4	39	16	14	16	8
ENSG00000281708	25	55	2	181	8	10	31	39	27	15	16	2	7	14	6	6	15
ENSG00000281710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281721	0	0	0	0	0	0	2	5	0	0	0	0	0	42	0	2	5
ENSG00000281731	44	59	19	111	19	25	38	45	27	20	8	1	41	19	25	5	12
ENSG00000281732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281741	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281756	6	5	4	6	2	10	0	2	2	3	4	1	4	4	0	1	1
ENSG00000281769	0	3	0	4	1	0	1	2	2	0	1	0	4	1	0	2	3
ENSG00000281772	7	16	0	9	0	8	8	8	0	0	8	1	7	4	0	1	0
ENSG00000281778	83	258	269	360	31	102	318	140	61	41	25	10	93	79	41	19	42
ENSG00000281780	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000281808	0	2	0	29	1	0	4	4	0	0	2	0	0	0	3	0	0
ENSG00000281809	1	0	8	70	0	0	0	0	0	0	3	0	0	2	4	1	1
ENSG00000281825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281831	1	92	4	10	5	0	10	5	2	0	5	2	8	2	5	3	2
ENSG00000281832	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000281842	2	1	0	7	1	1	2	0	0	1	0	0	0	0	1	1	1
ENSG00000281849	0	0	0	4	0	0	2	4	0	0	0	0	3	1	0	0	0
ENSG00000281852	155	348	366	430	90	165	171	210	64	82	85	13	155	340	280	139	270
ENSG00000281856	0	1	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0
ENSG00000281859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281880	0	89	1	1	0	0	16	13	4	3	50	2	0	31	7	7	0
ENSG00000281883	1	0	0	1	0	0	1	2	1	0	0	0	3	2	0	0	1
ENSG00000281887	5	0	0	0	1	0	0	0	0	9	7	0	18	0	9	7	2
ENSG00000281896	1	4	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0
ENSG00000281903	22	55	17	97	13	18	52	64	36	5	25	4	29	16	13	12	16
ENSG00000281904	9	38	4	314	13	9	7	15	151	7	9	6	74	3	5	5	0
ENSG00000281909	0	1	0	4	9	0	0	0	0	0	0	4	21	9	9	5	10
ENSG00000281910	17	24	11	48	6	24	9	18	4	18	0	5	49	18	30	11	16
ENSG00000281912	20	13	9	18	2	3	8	11	8	2	6	5	30	13	5	30	8
ENSG00000281920	0	0	0	1	0	0	2	2	0	0	1	0	1	1	2	4	5
ENSG00000281938	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	4
ENSG00000281941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281961	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000281969	6	25	6	42	8	12	20	57	10	7	8	2	15	26	10	20	13
ENSG00000281974	6	18	7	68	2	10	11	14	4	9	4	4	17	13	4	6	7
ENSG00000281990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281991	9	8	9	8	0	5	6	12	3	15	7	0	7	0	0	0	0
ENSG00000282012	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ENSG00000282021	17	6	0	3	2	1	5	6	1	11	7	2	31	5	2	3	3
ENSG00000282022	2	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000282024	3	13	10	76	9	3	9	1	5	3	1	0	8	2	0	1	4
ENSG00000282033	3	6	0	0	0	0	12	3	7	0	0	0	0	6	0	2	0
ENSG00000282034	513	786	113	2084	143	79	179	236	281	198	84	106	221	254	263	251	234
ENSG00000282041	0	2	0	5	0	0	0	3	2	0	0	0	0	1	1	2	0
ENSG00000282048	1	8	1	8	0	0	0	4	3	1	0	1	1	1	2	0	1
ENSG00000282051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282057	4	3	0	26	1	1	4	1	1	3	2	0	70	1	0	1	1
ENSG00000282059	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282100	22	57	10	85	5	22	24	14	19	14	11	4	33	12	24	5	17
ENSG00000282111	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000282121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282122	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000282133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000282142	13	11	0	99	3	6	11	0	0	5	27	4	60	10	8	0	1
ENSG00000282143	0	0	3	2	0	1	8	3	7	2	5	0	0	2	0	10	0
ENSG00000282160	0	6	0	0	0	7	0	11	1	0	1	0	0	4	0	0	0
ENSG00000282164	38	72	11	173	0	16	67	75	27	52	30	7	41	50	63	57	20
ENSG00000282173	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000282199	19	37	6	26	0	7	16	25	8	2	2	0	8	12	4	3	1
ENSG00000282206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282218	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000282221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000282222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282265	0	6	2	3	2	0	3	2	0	1	1	0	1	0	4	0	3
ENSG00000282268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282278	68	1	0	22	8	0	0	0	16	25	0	0	25	72	45	5	108
ENSG00000282299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282301	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0
ENSG00000282304	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
ENSG00000282306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282308	11	14	4	22	6	11	14	7	3	6	3	0	22	4	4	0	4
ENSG00000282317	1	2	0	1	0	0	0	7	0	0	0	0	0	0	0	2	0
ENSG00000282320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282339	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0
ENSG00000282358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282375	0	0	0	0	2	8	0	5	0	0	1	0	0	0	0	0	0
ENSG00000282381	36	53	1	12	18	11	4	8	7	19	14	0	39	7	1	3	2
ENSG00000282386	28	9	4	21	1	6	17	9	10	0	5	2	16	11	5	5	5
ENSG00000282390	73	9	51	77	8	47	23	230	51	39	24	4	2	2	9	0	2
ENSG00000282393	388	398	139	443	140	77	266	93	173	77	124	73	211	81	39	77	82
ENSG00000282408	0	3	1	3	0	1	0	0	0	2	0	1	0	0	1	0	0
ENSG00000282413	17	3	1	4	0	1	13	6	0	0	1	1	11	0	0	0	0
ENSG00000282416	0	0	5	0	0	0	0	15	2	0	0	0	0	0	0	0	0
ENSG00000282418	1	0	0	1	6	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000282419	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282440	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282458	531	512	96	1206	125	257	340	370	83	88	154	54	483	280	242	238	151
ENSG00000282478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000282499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282508	86	62	16	188	18	29	37	67	24	10	19	13	21	19	27	48	30
ENSG00000282511	1	0	0	0	0	0	0	1	0	0	0	0	2	2	1	0	0
ENSG00000282520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282527	0	4	4	2	3	1	1	0	0	0	2	2	0	1	0	0	2
ENSG00000282535	4	10	18	32	0	57	45	13	0	1	11	0	6	0	1	6	11
ENSG00000282542	5	13	0	34	0	5	10	7	2	3	1	0	7	4	6	0	2
ENSG00000282556	0	3	0	0	0	0	3	0	5	0	0	0	0	0	1	0	1
ENSG00000282564	9	5	0	0	0	0	3	1	9	6	3	0	4	1	1	0	0
ENSG00000282572	0	4	1	5	0	2	1	3	0	1	1	0	3	0	8	1	0
ENSG00000282591	0	8	6	10	0	56	6	7	10	0	0	2	0	0	0	5	2
ENSG00000282599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282600	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282602	0	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000282608	44	30	3	14	25	6	21	16	14	8	14	5	62	27	0	50	23
ENSG00000282625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000282651	0	0	0	0	0	0	1	0	0	0	0	0	68	0	0	0	0
ENSG00000282668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282686	13	8	3	7	1	4	9	5	27	0	8	1	9	4	3	2	1
ENSG00000282692	0	0	0	0	6	41	0	17	0	0	0	1	0	0	0	1	0
ENSG00000282697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282718	2	0	0	4	0	0	0	1	0	0	0	0	1	1	1	0	0
ENSG00000282728	0	0	0	5	0	0	0	0	0	2	6	0	0	0	0	0	0
ENSG00000282732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282738	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	15	16	0	0	9	0	0	0	0	0	0	3	6	0	6	0	6
ENSG00000282742	10	16	4	19	0	1	13	10	4	1	1	0	5	4	6	1	2
ENSG00000282757	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000282759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282772	0	5	3	2	0	0	3	2	1	1	0	0	11	4	3	3	2
ENSG00000282780	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282785	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000282787	1	1	0	2	0	0	0	1	1	0	1	1	0	0	0	0	0
ENSG00000282793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282798	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000282804	6	0	0	1	0	0	4	0	3	1	0	0	0	0	1	0	0
ENSG00000282807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282815	4	2	0	8	2	0	5	4	4	0	1	0	2	1	1	0	1
ENSG00000282816	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000282826	0	0	2	0	66	0	0	18	9	7	0	0	32	17	1	22	14
ENSG00000282828	25	13	6	11	2	1	11	14	55	0	1	1	16	4	0	2	4
ENSG00000282834	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000282836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282840	6	4	2	7	2	2	4	10	6	3	9	0	8	3	3	1	0
ENSG00000282842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282852	0	1	2	8	0	0	1	1	0	0	0	0	0	0	2	0	0
ENSG00000282855	4	8	1	6	4	1	10	1	2	2	4	0	21	7	0	2	3
ENSG00000282859	6	21	0	0	9	0	43	0	3	35	8	7	5	0	1	0	0
ENSG00000282860	0	2	1	0	0	2	1	0	1	9	0	2	0	0	2	2	4
ENSG00000282863	1	1	22	3	0	1	4	5	0	0	0	0	1	0	0	0	0
ENSG00000282864	1	1	1	0	1	7	1	0	1	3	0	0	9	16	0	1	3
ENSG00000282865	5	12	2	8	1	8	6	28	3	1	0	0	9	2	7	1	3
ENSG00000282870	4	6	5	52	10	7	7	0	1	0	5	2	9	0	7	6	3
ENSG00000282872	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000282875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282876	3	0	0	1	1	0	0	2	1	0	0	0	1	1	0	4	1
ENSG00000282879	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282881	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000282882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282885	0	8	5	15	1	0	1	1	10	1	0	0	6	1	2	0	0
ENSG00000282886	0	0	0	5	0	2	0	1	0	0	0	0	0	6	2	3	2
ENSG00000282887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282890	2	2	3	44	0	1	5	4	6	1	0	0	8	7	3	1	3
ENSG00000282894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282897	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000282898	2	2	1	6	1	3	2	5	4	0	1	0	1	2	2	1	0
ENSG00000282904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282906	1	5	0	5	0	0	4	8	7	2	1	0	0	4	0	0	2
ENSG00000282907	5	4	0	0	0	0	0	0	0	0	6	3	0	0	0	3	0
ENSG00000282909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282911	1	7	2	13	0	1	3	1	1	0	0	0	0	0	1	0	0
ENSG00000282912	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000282914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282915	6	30	1	45	0	14	8	9	4	2	5	1	18	5	2	1	2
ENSG00000282916	54	42	10	57	3	20	28	13	17	4	9	3	17	19	12	4	11
ENSG00000282917	0	12	3	34	0	2	10	8	2	2	4	4	10	4	1	5	1
ENSG00000282921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282924	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000282925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282927	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282933	2	3	0	1	0	0	1	3	1	3	2	0	6	0	4	1	0
ENSG00000282935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282936	20	13	7	218	2	13	24	31	4	11	7	8	23	16	2	11	13
ENSG00000282939	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000282943	1	13	2	14	0	1	3	10	0	1	2	0	14	7	10	2	2
ENSG00000282944	0	1	0	351	25	0	42	100	0	0	13	0	0	27	2	0	0
ENSG00000282946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282949	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
